"Date","Borough","Low_income","Total"
2019-06-13,"Manhattan",3,10
2019-06-13,"Manhattan",5,9
2019-06-13,"Manhattan",4,8
2019-06-13,"Manhattan",4,9
2019-06-13,"Manhattan",4,9
2019-06-13,"Manhattan",5,8
2019-06-13,"Manhattan",2,10
2019-06-13,"Manhattan",2,10
2019-06-13,"Manhattan",5,16
2019-06-13,"Manhattan",3,10
2019-06-13,"Manhattan",5,23
2019-06-13,"Manhattan",14,22
2019-06-13,"Manhattan",7,22
2019-06-13,"Manhattan",36,49
2019-06-13,"Manhattan",43,56
2019-06-13,"Manhattan",39,44
2019-06-13,"Manhattan",31,39
2019-06-13,"Manhattan",37,55
2019-06-13,"Manhattan",29,38
2019-06-13,"Manhattan",32,38
2019-06-13,"Manhattan",46,52
2019-06-13,"Manhattan",23,49
2019-06-13,"Brooklyn",0,8
2019-06-13,"Brooklyn",0,32
2019-06-13,"Bronx",0,2
2019-06-12,"Bronx",37,38
2019-06-12,"Bronx",44,45
2019-06-12,"Bronx",30,31
2019-06-12,"Bronx",30,30
2019-06-12,"Bronx",65,66
2019-06-12,"Brooklyn",0,10
2019-06-12,"Bronx",1,1
2019-06-12,"Queens",1,1
2019-06-11,"Brooklyn",0,10
2019-06-11,"Brooklyn",0,28
2019-06-11,"Brooklyn",1,1
2019-06-11,"Bronx",1,1
2019-06-11,"Bronx",1,1
2019-06-10,"Brooklyn",0,9
2019-06-10,"Brooklyn",0,9
2019-06-10,"Bronx",0,3
2019-06-07,"Brooklyn",0,20
2019-06-07,"Brooklyn",0,1
2019-06-07,"Bronx",2,2
2019-06-06,"Brooklyn",42,414
2019-06-06,"Brooklyn",0,7
2019-06-06,"Brooklyn",0,10
2019-06-05,"Brooklyn",0,105
2019-06-05,"Brooklyn",0,9
2019-06-05,"Bronx",0,1
2019-06-05,"Bronx",2,2
2019-06-04,"Brooklyn",0,8
2019-06-04,"Brooklyn",0,8
2019-06-03,"Brooklyn",4,4
2019-06-03,"Brooklyn",0,8
2019-06-03,"Bronx",0,6
2019-06-03,"Bronx",0,2
2019-05-31,"Brooklyn",9,160
2019-05-31,"Brooklyn",0,22
2019-05-31,"Bronx",1,1
2019-05-31,"Brooklyn",1,1
2019-05-30,"Brooklyn",1,1
2019-05-29,"Brooklyn",6,80
2019-05-29,"Bronx",88,90
2019-05-29,"Brooklyn",1,1
2019-05-29,"Brooklyn",0,2
2019-05-28,"Brooklyn",0,2
2019-05-24,"Brooklyn",0,8
2019-05-23,"Bronx",1,1
2019-05-22,"Manhattan",84,92
2019-05-22,"Brooklyn",3,3
2019-05-22,"Bronx",1,1
2019-05-21,"Queens",0,6
2019-05-21,"Bronx",0,10
2019-05-20,"Brooklyn",0,36
2019-05-20,"Brooklyn",0,7
2019-05-19,"Manhattan",18,18
2019-05-19,"Manhattan",18,18
2019-05-19,"Manhattan",18,18
2019-05-19,"Manhattan",24,24
2019-05-19,"Manhattan",22,22
2019-05-19,"Manhattan",22,22
2019-05-19,"Manhattan",22,22
2019-05-19,"Manhattan",18,18
2019-05-19,"Manhattan",18,18
2019-05-19,"Manhattan",18,18
2019-05-17,"Brooklyn",0,3
2019-05-17,"Queens",1,1
2019-05-17,"Brooklyn",0,8
2019-05-17,"Brooklyn",0,8
2019-05-16,"Manhattan",430,431
2019-05-16,"Brooklyn",0,10
2019-05-16,"Brooklyn",6,27
2019-05-15,"Manhattan",1,1
2019-05-15,"Staten Island",1,1
2019-05-14,"Brooklyn",0,20
2019-05-13,"Queens",0,16
2019-05-10,"Brooklyn",0,22
2019-05-10,"Brooklyn",0,38
2019-05-07,"Bronx",51,52
2019-05-07,"Bronx",48,49
2019-05-07,"Bronx",33,34
2019-05-07,"Bronx",63,63
2019-05-07,"Bronx",37,37
2019-05-07,"Bronx",59,59
2019-05-07,"Bronx",13,13
2019-05-07,"Bronx",30,31
2019-05-06,"Bronx",335,353
2019-05-03,"Brooklyn",45,90
2019-05-02,"Bronx",1,1
2019-05-01,"Queens",1,1
2019-05-01,"Brooklyn",0,16
2019-05-01,"Brooklyn",0,14
2019-05-01,"Brooklyn",0,2
2019-04-30,"Manhattan",59,60
2019-04-30,"Queens",1,1
2019-04-30,"Brooklyn",0,10
2019-04-30,"Bronx",0,11
2019-04-29,"Manhattan",111,113
2019-04-29,"Brooklyn",0,9
2019-04-29,"Brooklyn",0,9
2019-04-26,"Brooklyn",175,218
2019-04-26,"Queens",1,1
2019-04-26,"Queens",0,8
2019-04-25,"Bronx",211,249
2019-04-25,"Manhattan",2,49
2019-04-24,"Manhattan",0,375
2019-04-22,"Queens",1,1
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",7,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",8,8
2019-04-18,"Brooklyn",79,80
2019-04-18,"Manhattan",1,18
2019-04-18,"Bronx",0,7
2019-04-17,"Brooklyn",0,20
2019-04-16,"Brooklyn",3,14
2019-04-15,"Bronx",1,1
2019-04-15,"Brooklyn",0,10
2019-04-12,"Brooklyn",2,8
2019-04-12,"Bronx",0,8
2019-04-11,"Bronx",47,48
2019-04-08,"Brooklyn",0,28
2019-04-05,"Bronx",1,1
2019-04-04,"Manhattan",17,28
2019-04-04,"Manhattan",13,25
2019-04-03,"Bronx",0,10
2019-04-01,"Brooklyn",0,8
2019-03-29,"Brooklyn",8,46
2019-03-29,"Brooklyn",0,13
2019-03-28,"Bronx",89,90
2019-03-28,"Brooklyn",5,27
2019-03-28,"Brooklyn",1,1
2019-03-28,"Queens",1,1
2019-03-27,"Manhattan",0,13
2019-03-27,"Manhattan",0,15
2019-03-27,"Bronx",31,108
2019-03-27,"Brooklyn",0,8
2019-03-27,"Brooklyn",0,8
2019-03-27,"Bronx",1,1
2019-03-26,"Brooklyn",128,129
2019-03-26,"Bronx",153,154
2019-03-26,"Bronx",254,255
2019-03-26,"Brooklyn",0,8
2019-03-25,"Brooklyn",0,9
2019-03-25,"Brooklyn",3,12
2019-03-22,"Brooklyn",0,16
2019-03-22,"Brooklyn",0,6
2019-03-21,"Bronx",0,15
2019-03-14,"Brooklyn",0,8
2019-03-13,"Brooklyn",6,29
2019-03-11,"Brooklyn",0,12
2019-03-11,"Brooklyn",0,13
2019-03-08,"Brooklyn",0,32
2019-03-08,"Bronx",0,41
2019-03-05,"Brooklyn",0,8
2019-03-05,"Brooklyn",0,21
2019-03-04,"Brooklyn",0,8
2019-03-04,"Brooklyn",0,8
2019-03-01,"Brooklyn",0,18
2019-02-28,"Manhattan",0,8
2019-02-28,"Manhattan",0,8
2019-02-28,"Manhattan",0,8
2019-02-28,"Manhattan",0,8
2019-02-22,"Staten Island",1,1
2019-02-18,"Bronx",118,119
2019-02-15,"Brooklyn",0,8
2019-02-15,"Brooklyn",0,8
2019-02-14,"Manhattan",150,151
2019-02-13,"Bronx",0,26
2019-02-11,"Staten Island",1,1
2019-02-08,"Brooklyn",135,136
2019-02-06,"Queens",1,1
2019-02-06,"Queens",1,1
2019-02-05,"Brooklyn",0,93
2019-02-04,"Brooklyn",4,19
2019-02-04,"Bronx",0,10
2019-01-31,"Brooklyn",60,60
2019-01-31,"Brooklyn",190,355
2019-01-29,"Brooklyn",1,1
2019-01-29,"Brooklyn",0,8
2019-01-29,"Brooklyn",0,8
2019-01-25,"Brooklyn",0,8
2019-01-24,"Queens",1,1
2019-01-24,"Queens",1,1
2019-01-24,"Brooklyn",2,8
2019-01-24,"Brooklyn",2,8
2019-01-23,"Manhattan",3,3
2019-01-23,"Manhattan",8,8
2019-01-23,"Queens",1,1
2019-01-23,"Brooklyn",13,57
2019-01-23,"Brooklyn",4,20
2019-01-19,"Queens",0,23
2019-01-19,"Brooklyn",0,35
2019-01-18,"Queens",1,1
2019-01-18,"Brooklyn",0,6
2019-01-18,"Manhattan",0,22
2019-01-17,"Manhattan",0,15
2019-01-16,"Brooklyn",1,1
2019-01-16,"Queens",1,1
2019-01-15,"Brooklyn",0,8
2019-01-14,"Brooklyn",0,8
2019-01-14,"Queens",0,74
2019-01-09,"Brooklyn",1,1
2019-01-03,"Brooklyn",0,197
