SITE ID,STATUS,PPT ID,ADDRESS,BOROUGH,LATITUDE,LONGITUDE,WIFI STATUS,TABLET STATUS,PHONE STATUS,CROSS STREET 1,CROSS STREET 2,CORNER LOCATION,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,NTA,BBL,BIN,LOCATION,POSTCODE,PPT ID
bk-17-146003,Live,146003,3723 CHURCH AVENUE,Brooklyn,40.65122997,-73.94206208,up,up,up,EAST 37 STREET,EAST 38 STREET,NW,317,41,3081600,East Flatbush-Farragut,3048740032,3108817,"(40.65122997, -73.94206208)",11203,146003
bx-01-102011,Live,102011,417 EAST 138 STREET,Bronx,40.80890966,-73.92220947,up,up,up,WILLIS AVENUE,BROWN PLACE,MIDBLOCK,201,8,2003900,Mott Haven-Port Morris,2022830001,2092092,"(40.80890966, -73.92220947)",10454,102011
bx-05-119628,Live,119628,200 EAST 184 STREET,Bronx,40.85915372,-73.89855259,null,down,up,GRAND CONCOURSE,RYER AVENUE,SE,205,15,2038301,Fordham South,2031590042,2013738,"(40.85915372, -73.89855259)",10458,119628
bx-01-109413,Live,109413,2939 3 AVENUE,Bronx,40.81792619,-73.91526202,up,up,up,EAST 152 STREET,EAST 153 STREET,NW,201,17,2006700,Melrose South-Mott Haven North,2023740090,2001360,"(40.81792619, -73.91526202)",10455,109413
bx-01-111740,Live,111740,652A MELROSE AVENUE,Bronx,40.81876868,-73.91644985,up,up,up,EAST 153 STREET,EAST 152 STREET,SE,201,17,2006700,Melrose South-Mott Haven North,2023740073,2001356,"(40.81876868, -73.91644985)",10455,111740
bx-01-116238,Live,116238,460 WILLIS AVENUE,Bronx,40.81399752,-73.91917137,up,up,up,EAST 146 STREET,EAST 145 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022900008,2115556,"(40.81399752, -73.91917137)",10455,116238
bx-01-116415,Live,116415,522 MORRIS AVENUE,Bronx,40.81675132,-73.92295481,up,up,up,EAST 148 STREET,EAST 149 STREET,NE,201,17,2006500,Melrose South-Mott Haven North,2023300001,2091151,"(40.81675132, -73.92295481)",10451,116415
bx-01-117230,Live,117230,256 ST. ANN'S AVENUE,Bronx,40.80737752,-73.91700042,up,up,up,EAST 139 STREET,MONSIGNOR GERALD J RYAN BOULEVAR,SE,201,8,2002702,Mott Haven-Port Morris,2025510003,2003623,"(40.80737752, -73.91700042)",10454,117230
bx-01-118942,Live,118942,2922 3 AVENUE,Bronx,40.817446,-73.915574,up,up,up,EAST 152 STREET,EAST 151 STREET,SE,201,17,2007100,Melrose South-Mott Haven North,2023620021,2001166,"(40.817446, -73.915574)",10455,118942
bx-01-118944,Live,118944,2914 3 AVENUE,Bronx,40.817235,-73.91582926,up,up,up,EAST 151 STREET,EAST 152 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023620013,2001164,"(40.817235, -73.91582926)",10455,118944
bx-01-118947,Live,118947,487 EAST 156 STREET,Bronx,40.82010249,-73.91283823,up,up,up,BROOK AVENUE,3 AVENUE,NE,201,17,2007100,Melrose South-Mott Haven North,2023647501,2114919,"(40.82010249, -73.91283823)",10451,118947
bx-01-118955,Live,118955,2901 3 AVENUE,Bronx,40.8171412,-73.91620844,up,up,up,EAST 151 STREET,EAST 150 STREET,SW,201,17,2006500,Melrose South-Mott Haven North,2023740015,2001339,"(40.8171412, -73.91620844)",10455,118955
bx-01-118956,Live,118956,2882 3 AVENUE,Bronx,40.81667907,-73.91648285,up,up,up,WESTCHESTER AVENUE,EAST 151 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023620001,2001159,"(40.81667907, -73.91648285)",10455,118956
bx-01-119011,Live,119011,548 EAST 138 STREET,Bronx,40.80681954,-73.9176574,up,up,up,ST ANN'S AVENUE,BROOK AVENUE,SW,201,8,2002500,Mott Haven-Port Morris,2022650045,2000047,"(40.80681954, -73.9176574)",10454,119011
bx-01-119017,Live,119017,710 EAST 138 STREET,Bronx,40.80470552,-73.91293263,up,up,up,JACKSON AVENUE,BRUCKNER BOULEVARD,MIDBLOCK,201,8,2002702,Mott Haven-Port Morris,2025660018,2003792,"(40.80470552, -73.91293263)",10454,119017
bx-01-119027,Live,119027,718 EAST 149 STREET,Bronx,40.81312832,-73.90899141,up,up,up,JACKSON AVENUE,CONCORD AVENUE,SE,201,8,2003500,Mott Haven-Port Morris,2025790019,2003924,"(40.81312832, -73.90899141)",10455,119027
bx-01-119075,Live,119075,134 EAST 149 STREET,Bronx,40.818676,-73.928165,up,up,up,WALTON AVENUE,GRAND CONCOURSE,SE,201,17,2006300,West Concourse,2023460029,2001038,"(40.818676, -73.928165)",10451,119075
bx-01-123208,Live,123208,2883 3 AVENUE,Bronx,40.8166923,-73.91671907,up,up,up,EAST 150 STREET,EAST 151 STREET,NW,201,17,2006500,Melrose South-Mott Haven North,2023740001,2001336,"(40.8166923, -73.91671907)",10455,123208
bx-01-123212,Live,123212,2976A 3 AVENUE,Bronx,40.81855965,-73.91430035,up,up,up,EAST 153 STREET,EAST 154 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023630012,2001180,"(40.81855965, -73.91430035)",10455,123212
bx-01-123215,Live,123215,3012 3 AVENUE,Bronx,40.819568,-73.913388,up,up,up,EAST 155 STREET,EAST 156 STREET,MIDBLOCK,201,17,2007100,Melrose South-Mott Haven North,2023630024,2117395,"(40.819568, -73.913388)",10455,123215
bx-01-123216,Live,123216,3015 3 AVENUE,Bronx,40.81948845,-73.91366803,up,up,up,EAST 155 STREET,EAST 154 STREET,SW,201,17,2006700,Melrose South-Mott Haven North,2023760047,2097993,"(40.81948845, -73.91366803)",10455,123216
bx-01-123217,Live,123217,2991 3 AVENUE,Bronx,40.81886036,-73.91424246,up,up,up,EAST 154 STREET,EAST 153 STREET,SW,201,17,2006700,Melrose South-Mott Haven North,2023750043,2089847,"(40.81886036, -73.91424246)",10455,123217
bx-01-123228,Live,123228,349 EAST 149 STREET,Bronx,40.816692,-73.919637,up,up,up,COURTLANT AVENUE,MORRIS AVENUE,NW,201,17,2006500,Melrose South-Mott Haven North,2023317501,2000933,"(40.816692, -73.919637)",10451,123228
bx-01-138788,Live,138788,426 WILLIS AVENUE,Bronx,40.813367,-73.91962478,up,up,up,EAST 145 STREET,EAST 144 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022890003,2098220,"(40.813367, -73.91962478)",10454,138788
bx-01-138789,Live,138789,312 WILLIS AVENUE,Bronx,40.81089649,-73.92143417,up,up,up,EAST 141 STREET,EAST 140 STREET,SE,201,8,2003900,Mott Haven-Port Morris,2022850005,2000335,"(40.81089649, -73.92143417)",10454,138789
bx-01-142736,Live,142736,613 WESTCHESTER AVENUE,Bronx,40.81618821,-73.90991661,up,up,up,CAULDWELL AVENUE,EAGLE AVENUE,NW,201,17,2007500,Melrose South-Mott Haven North,2026240086,2115751,"(40.81618821, -73.90991661)",10455,142736
bx-01-144251,Live,144251,3097 3 AVENUE,Bronx,40.821437,-73.912327,up,up,up,EAST 158 STREET,EAST 157 STREET,SW,201,17,2006900,Melrose South-Mott Haven North,2023790051,2001451,"(40.821437, -73.912327)",10451,144251
bx-01-144892,Live,144892,442 WILLIS AVENUE,Bronx,40.81357503,-73.91949122,up,up,up,EAST 146 STREET,EAST 145 STREET,NE,201,8,2004300,Mott Haven-Port Morris,2022900001,2000498,"(40.81357503, -73.91949122)",10455,144892
bx-01-145688,Live,145688,518 GERARD AVENUE,Bronx,40.81888599,-73.92921294,up,up,up,EAST 149 STREET,EAST 148 STREET,SE,201,17,2006300,West Concourse,2023500039,2001091,"(40.81888599, -73.92921294)",10451,145688
bx-01-145820,Live,145820,140 EAST 144 STREET,Bronx,40.81675164,-73.92924285,up,up,up,GERARD AVENUE,WALTON AVENUE,SW,201,8,2006300,West Concourse,2023450026,2000000,"(40.81675164, -73.92924285)",10451,145820
bx-01-145821,Live,145821,250 WALTON AVENUE,Bronx,40.81359474,-73.93040028,up,up,up,EAST 138 STREET,EAST 140 STREET,NE,201,8,2006300,West Concourse,2023440001,2001020,"(40.81359474, -73.93040028)",10451,145821
bx-01-145841,Live,145841,301 WALTON AVENUE,Bronx,40.81503931,-73.92988537,up,up,up,EAST 138 STREET,EAST 140 STREET,MIDBLOCK,201,8,2006300,West Concourse,2023440075,2001025,"(40.81503931, -73.92988537)",10451,145841
bx-01-145842,Live,145842,261 WALTON AVENUE,Bronx,40.81431,-73.930217,up,up,up,EAST 140 STREET,EAST 138 STREET,MIDBLOCK,201,8,2006300,West Concourse,2023440060,2001024,"(40.81431, -73.930217)",10451,145842
bx-01-145852,Live,145852,141 LINCOLN AVENUE,Bronx,40.80854426,-73.92907378,up,up,up,EAST 134 STREET,EAST 135 STREET,MIDBLOCK,201,8,2001900,Mott Haven-Port Morris,2023170043,2091107,"(40.80854426, -73.92907378)",10454,145852
bx-01-145854,Live,145854,217 EAST 138 STREET,Bronx,40.81225338,-73.92866453,up,up,up,PARK AVENUE,CANAL PLACE,NW,201,8,2005100,Mott Haven-Port Morris,2023400001,2000969,"(40.81225338, -73.92866453)",10451,145854
bx-01-145916,Live,145916,197 LINCOLN AVENUE,Bronx,40.81015856,-73.92788597,up,up,up,EAST 137 STREET,3 AVENUE,NW,201,8,2005100,Mott Haven-Port Morris,2023180022,2000780,"(40.81015856, -73.92788597)",10451,145916
bx-01-145917,Live,145917,200 EAST 138 STREET,Bronx,40.81244091,-73.92925029,up,up,up,PARK AVENUE,CANAL STREET WEST,SE,201,8,2005100,Mott Haven-Port Morris,2023220028,2094027,"(40.81244091, -73.92925029)",10451,145917
bx-01-146023,Live,146023,374 WILLIS AVENUE,Bronx,40.81212659,-73.9205525,up,up,up,EAST 143 STREET,EAST 142 STREET,SE,201,8,2004100,Mott Haven-Port Morris,2022870009,2103815,"(40.81212659, -73.9205525)",10454,146023
bx-01-146024,Live,146024,249 WILLIS AVENUE,Bronx,40.80966819,-73.92262283,up,up,up,EAST 138 STREET,EAST 139 STREET,SW,201,8,2003900,Mott Haven-Port Morris,2023010023,2000591,"(40.80966819, -73.92262283)",10454,146024
bx-01-146044,Live,146044,3125 3 AVENUE,Bronx,40.82202219,-73.91195254,up,up,up,EAST 159 STREET,EAST 158 STREET,SW,201,17,2006900,Melrose South-Mott Haven North,2023800051,2000000,"(40.82202219, -73.91195254)",10451,146044
bx-01-146045,Live,146045,563 ST. ANN'S AVENUE,Bronx,40.81447081,-73.91295433,up,up,up,EAST 149 STREET,WESTCHESTER AVENUE,NW,201,17,2007100,Melrose South-Mott Haven North,2022760001,2000000,"(40.81447081, -73.91295433)",10455,146045
bx-01-146046,Live,146046,301 MORRIS AVENUE,Bronx,40.81255748,-73.92624362,up,up,up,EAST 139 STREET,EAST 140 STREET,MIDBLOCK,201,8,2005100,Mott Haven-Port Morris,2023330054,2000956,"(40.81255748, -73.92624362)",10451,146046
bx-01-146049,Live,146049,289 MORRIS AVENUE,Bronx,40.81207894,-73.92658962,up,down,up,EAST 139 STREET,EAST 140 STREET,MIDBLOCK,201,8,2005100,Mott Haven-Port Morris,2023330031,2000953,"(40.81207894, -73.92658962)",10451,146049
bx-01-146053,Live,146053,211 ST. ANN'S AVENUE,Bronx,40.80628664,-73.91795518,up,up,down,EAST 137 STREET,EAST 138 STREET,NW,201,8,2002500,Mott Haven-Port Morris,2022650050,2000051,"(40.80628664, -73.91795518)",10454,146053
bx-01-146054,Live,146054,601 EAST 138 STREET,Bronx,40.80638485,-73.91624535,up,up,up,ST ANN'S AVENUE,CYPRESS AVENUE,MIDBLOCK,201,8,2002702,Mott Haven-Port Morris,2025510065,2003635,"(40.80638485, -73.91624535)",10454,146054
bx-01-146055,Live,146055,468 BROOK AVENUE,Bronx,40.81284091,-73.91607435,up,up,up,EAST 146 STREET,EAST 147 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022720005,2090711,"(40.81284091, -73.91607435)",10455,146055
bx-01-146056,Live,146056,520 BROOK AVENUE,Bronx,40.81439418,-73.91518065,up,up,up,EAST 148 STREET,EAST 149 STREET,NE,201,8,2004300,Mott Haven-Port Morris,2022750001,2000118,"(40.81439418, -73.91518065)",10455,146056
bx-01-146060,Live,146060,530 EAST 138 STREET,Bronx,40.80710778,-73.91834301,up,up,up,BROOK AVENUE,ST ANNS AVENUE,MIDBLOCK,201,8,2002500,Mott Haven-Port Morris,2022650035,2000040,"(40.80710778, -73.91834301)",10454,146060
bx-01-146062,Live,146062,624 MELROSE AVENUE,Bronx,40.81801655,-73.91679096,up,up,up,EAST 152 STREET,EAST 151 STREET,MIDBLOCK,201,17,2006700,Melrose South-Mott Haven North,2023740034,2001345,"(40.81801655, -73.91679096)",10455,146062
bx-01-146063,Live,146063,776 MELROSE AVENUE,Bronx,40.82211198,-73.91484908,up,up,up,EAST 158 STREET,EAST 157 STREET,SE,201,17,2006900,Melrose South-Mott Haven North,2023790007,2114613,"(40.82211198, -73.91484908)",10451,146063
bx-01-146065,Live,146065,844 ST. ANN'S AVENUE,Bronx,40.82233792,-73.90942748,up,up,up,EAST 161 STREET,EAST 159 STREET,SE,201,17,2007100,Melrose South-Mott Haven North,2026190010,2004358,"(40.82233792, -73.90942748)",10456,146065
bx-01-146066,Live,146066,610 MELROSE AVENUE,Bronx,40.81737983,-73.91707813,up,up,up,EAST 151 STREET,EAST 150 STREET,SE,201,17,2006500,Melrose South-Mott Haven North,2023740009,2097082,"(40.81737983, -73.91707813)",10455,146066
bx-01-146074,Live,146074,680 MELROSE AVENUE,Bronx,40.81939415,-73.91616313,up,up,up,EAST 154 STREET,EAST 153 STREET,SW,201,17,2006700,Melrose South-Mott Haven North,2023750006,2001366,"(40.81939415, -73.91616313)",10455,146074
bx-01-146075,Live,146075,250 BROOK AVENUE,Bronx,40.80775593,-73.91900611,up,up,up,EAST 138 STREET,EAST 139 STREET,NE,201,8,2003900,Mott Haven-Port Morris,2022660001,2000054,"(40.80775593, -73.91900611)",10454,146075
bx-01-146083,Live,146083,296 WILLIS AVENUE,Bronx,40.8102552,-73.92192323,up,up,up,EAST 140 STREET,EAST 139 STREET,SE,201,8,2003900,Mott Haven-Port Morris,2022840008,2127513,"(40.8102552, -73.92192323)",10454,146083
bx-01-146086,Live,146086,216 WILLIS AVENUE,Bronx,40.80829273,-73.92333228,up,up,up,EAST 137 STREET,EAST 136 STREET,SE,201,8,2002500,Mott Haven-Port Morris,2022810006,2118034,"(40.80829273, -73.92333228)",10454,146086
bx-03-118929,Live,118929,860 MELROSE AVENUE,Bronx,40.82364629,-73.91402994,up,up,up,EAST 160 STREET,EAST 161 STREET,NE,203,17,2014100,Morrisania-Melrose,2023820001,2001490,"(40.82364629, -73.91402994)",10451,118929
bx-03-146043,Live,146043,871 BROOK AVENUE,Bronx,40.82251879,-73.91069013,up,up,up,3 AVENUE,EAST 161 STREET,NW,203,17,2014100,Morrisania-Melrose,2023650029,2001203,"(40.82251879, -73.91069013)",10451,146043
bx-03-146064,Live,146064,574 EAST 163 STREET,Bronx,40.82392555,-73.90854944,up,up,up,3 AVENUE,EAGLE AVENUE,SE,203,17,2014100,Morrisania-Melrose,2026200025,2004376,"(40.82392555, -73.90854944)",10456,146064
bx-04-101603,Live,101603,895 WALTON AVENUE,Bronx,40.82765532,-73.92390599,up,up,up,EAST 161 STREET,EAST 164 STREET,NW,204,8,2019500,West Concourse,2024760057,2002919,"(40.82765532, -73.92390599)",10452,101603
bx-04-113552,Live,113552,875 GERARD AVENUE,Bronx,40.82782471,-73.9248328,up,up,up,EAST 161 STREET,EAST 162 STREET,NW,204,8,2019500,West Concourse,2024840035,2002991,"(40.82782471, -73.9248328)",10452,113552
bx-04-119048,Live,119048,105 EAST 165 STREET,Bronx,40.831467,-73.921747,up,up,up,WALTON AVENUE,GERARD AVENUE,NW,204,16,2019500,West Concourse,2024780064,2002953,"(40.831467, -73.921747)",10452,119048
bx-04-119077,Live,119077,271 EAST 161 STREET,Bronx,40.82560474,-73.91825809,up,up,up,MORRIS AVENUE,PARK AVENUE,NE,204,17,2017300,East Concourse-Concourse Village,2024210001,2001921,"(40.82560474, -73.91825809)",10451,119077
bx-04-119146,Live,119146,135 EAST 149 STREET,Bronx,40.818942,-73.92837,up,up,up,WALTON AVENUE,GERARD AVENUE,NW,204,8,2006300,West Concourse,2023520053,2001114,"(40.818942, -73.92837)",10451,119146
bx-04-119159,Live,119159,72 EAST 161 STREET,Bronx,40.82735593,-73.92522252,up,up,up,GERARD AVENUE,RIVER AVENUE,SW,204,8,2006300,West Concourse,2024830045,2002983,"(40.82735593, -73.92522252)",10451,119159
bx-04-119160,Live,119160,52 EAST 161 STREET,Bronx,40.82755199,-73.92590252,up,up,up,RIVER AVENUE,GERARD AVENUE,SE,204,8,2006300,West Concourse,2024830040,2002981,"(40.82755199, -73.92590252)",10451,119160
bx-04-140582,Live,140582,597 GRAND CONCOURSE,Bronx,40.819886,-73.926847,up,up,up,EAST 151 STREET,EAST 150 STREET,SW,204,8,2006300,West Concourse,2023480036,2001075,"(40.819886, -73.926847)",10451,140582
bx-04-145687,Live,145687,1049 GERARD AVENUE,Bronx,40.831543,-73.92264499,up,up,up,EAST 165 STREET,EAST 164 STREET,SW,204,8,2019500,West Concourse,2024770015,2002938,"(40.831543, -73.92264499)",10452,145687
bx-04-145838,Live,145838,1605 WALTON AVENUE,Bronx,40.84388121,-73.91292955,up,up,up,EAST MT EDEN AVENUE,EAST 174 STREET,MIDBLOCK,204,14,2022702,Mount Hope,2028470069,2008153,"(40.84388121, -73.91292955)",10452,145838
bx-04-145851,Live,145851,84 EAST 167 STREET,Bronx,40.83513298,-73.91979703,up,down,up,GERARD AVENUE,WALTON AVENUE,MIDBLOCK,204,16,2019700,West Concourse,2024790024,2117447,"(40.83513298, -73.91979703)",10452,145851
bx-04-145925,Live,145925,1579 JEROME AVENUE,Bronx,40.84425807,-73.91496083,up,up,up,WEST MT EDEN AVENUE,GOBLE PLACE,SW,204,14,2020900,West Concourse,2028590044,2008329,"(40.84425807, -73.91496083)",10452,145925
bx-04-146072,Live,146072,2 EAST 172 STREET,Bronx,40.84220263,-73.91603242,up,up,up,JEROME AVENUE,TOWNSEND AVENUE,SE,204,14,2022300,West Concourse,2028440012,2008109,"(40.84220263, -73.91603242)",10452,146072
bx-04-146078,Live,146078,247 EAST 169 STREET,Bronx,40.83573444,-73.91396042,up,up,up,GRANT AVENUE,SHERIDAN AVENUE,NW,204,16,2017902,East Concourse-Concourse Village,2028300072,2000000,"(40.83573444, -73.91396042)",10456,146078
bx-05-102420,Live,102420,126 EAST 183 STREET,Bronx,40.857756,-73.901091,up,up,up,CRESTON AVENUE,MORRIS AVENUE,SW,205,14,2023704,Fordham South,2031710023,2013867,"(40.857756, -73.901091)",10453,102420
bx-05-111414,Live,111414,8 WEST BURNSIDE AVENUE,Bronx,40.853764,-73.907899,up,up,up,JEROME AVENUE,DAVIDSON AVENUE,MIDBLOCK,205,14,2024300,University Heights-Morris Heights,2028630032,2008401,"(40.853764, -73.907899)",10453,111414
bx-05-111503,Live,111503,305 EAST BURNSIDE AVENUE,Bronx,40.85054841,-73.90095411,up,up,up,VALENTINE AVENUE,RYER AVENUE,MIDBLOCK,205,15,2038100,Mount Hope,2031490068,2013524,"(40.85054841, -73.90095411)",10457,111503
bx-05-111577,Live,111577,111 EAST BURNSIDE AVENUE,Bronx,40.853028,-73.905076,up,up,up,CRESTON AVENUE,MORRIS AVENUE,NW,205,14,2024100,Mount Hope,2031690059,2013846,"(40.853028, -73.905076)",10453,111577
bx-05-113539,Live,113539,70 WEST BURNSIDE AVENUE,Bronx,40.85434622,-73.91021789,up,up,up,HARRISON AVENUE,UNIVERSITY AVENUE,SW,205,14,2024300,University Heights-Morris Heights,2028680139,2008556,"(40.85434622, -73.91021789)",10453,113539
bx-05-116218,Live,116218,2461 WEBSTER AVENUE,Bronx,40.86021467,-73.89305944,up,down,up,EAST 188 STREET,EAST 189 STREET,MIDBLOCK,205,15,2039902,Bedford Park-Fordham North,2030260059,2011078,"(40.86021467, -73.89305944)",10458,116218
bx-05-119566,Live,119566,1999 UNIVERSITY AVENUE,Bronx,40.854764,-73.911439,up,up,up,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,205,14,2024502,University Heights-Morris Heights,2032160060,2014698,"(40.854764, -73.911439)",10453,119566
bx-05-119569,Live,119569,2454 CRESTON AVENUE,Bronx,40.86215226,-73.89839588,up,up,up,EAST FORDHAM ROAD,EAST 188 STREET,SE,205,14,2023703,Fordham South,2031660069,2013807,"(40.86215226, -73.89839588)",10468,119569
bx-05-119570,Live,119570,100 EAST 188 STREET,Bronx,40.86208577,-73.89952057,up,up,up,EAST FORDHAM ROAD,MORRIS STREET,SE,205,14,2023703,Fordham South,2031730029,2013908,"(40.86208577, -73.89952057)",10468,119570
bx-05-119573,Live,119573,2454 WALTON AVENUE,Bronx,40.86231329,-73.90031404,up,up,up,EAST FORDHAM ROAD,EAST 184 STREET,SE,205,14,2023900,Fordham South,2031840039,2014027,"(40.86231329, -73.90031404)",10468,119573
bx-05-119587,Live,119587,150 EAST 188 STREET,Bronx,40.86165512,-73.89858091,up,up,up,CRESTON AVENUE,GRAND CONCOURSE,SE,205,14,2023703,Fordham South,2031650030,2013796,"(40.86165512, -73.89858091)",10468,119587
bx-05-119592,Live,119592,101 EAST BURNSIDE AVENUE,Bronx,40.853157,-73.905403,up,up,up,MORRIS AVENUE,CRESTON AVENUE,NE,205,14,2024100,Mount Hope,2031690001,2092406,"(40.853157, -73.905403)",10453,119592
bx-05-119597,Live,119597,1966 JEROME AVENUE,Bronx,40.85187831,-73.90897566,up,up,up,EAST TREMONT AVENUE,EAST 179 STREET,NE,205,14,2024100,Mount Hope,2028540001,2008258,"(40.85187831, -73.90897566)",10453,119597
bx-05-119598,Live,119598,51 EAST TREMONT AVENUE,Bronx,40.851329,-73.908266,up,up,up,WALTON AVENUE,MORRIS AVENUE,NE,205,14,2024100,Mount Hope,2028290026,2007940,"(40.851329, -73.908266)",10453,119598
bx-05-119606,Live,119606,2374 JEROME AVENUE,Bronx,40.86063,-73.902369,up,up,up,EAST 184 STREET,EAST FORDHAM ROAD,NE,205,14,2023900,Fordham South,2031880001,2014093,"(40.86063, -73.902369)",10468,119606
bx-05-119610,Live,119610,48 WEST BURNSIDE AVENUE,Bronx,40.85384203,-73.90938798,up,up,up,GRAND AVENUE,DAVIDSON AVENUE,SE,205,14,2024300,University Heights-Morris Heights,2028700026,2008631,"(40.85384203, -73.90938798)",10453,119610
bx-05-119613,Live,119613,1 WEST BURNSIDE AVENUE,Bronx,40.85393036,-73.90750182,up,down,up,JEROME AVENUE,DAVIDSON AVENUE,NW,205,14,2025100,University Heights-Morris Heights,2031920075,2014153,"(40.85393036, -73.90750182)",10453,119613
bx-05-119631,Live,119631,1876 JEROME AVENUE,Bronx,40.849486,-73.910931,up,up,up,MOUNT HOPE PLACE,EAST 177 STREET,NE,205,14,2023301,Mount Hope,2028520001,2008231,"(40.849486, -73.910931)",10453,119631
bx-05-119638,Live,119638,2493 VALENTINE AVENUE,Bronx,40.86205098,-73.89607854,up,up,up,EAST FORDHAM ROAD,EAST 188 STREET,SW,205,15,2023702,Bedford Park-Fordham North,2031530023,2013601,"(40.86205098, -73.89607854)",10458,119638
bx-05-119648,Live,119648,2463 VALENTINE AVENUE,Bronx,40.86117438,-73.89644355,up,up,up,EAST 188 STREET,EAST FORDHAM ROAD,NW,205,15,2023702,Bedford Park-Fordham North,2031530037,2013605,"(40.86117438, -73.89644355)",10458,119648
bx-05-119659,Live,119659,375 EAST 188 STREET,Bronx,40.860027,-73.893343,up,up,up,WEBSTER AVENUE,MARION AVENUE,NW,205,15,2039902,Bedford Park-Fordham North,2030260059,2011078,"(40.860027, -73.893343)",10458,119659
bx-05-123185,Live,123185,23 WEST BURNSIDE AVENUE,Bronx,40.853881,-73.908662,up,up,up,DAVIDSON AVENUE,GRAND AVENUE,NW,205,14,2025100,University Heights-Morris Heights,2031930033,2014160,"(40.853881, -73.908662)",10453,123185
bx-05-138759,Live,138759,1831 WEBSTER AVENUE,Bronx,40.846169,-73.901951,up,up,up,EAST 175 STREET,EAST 176 STREET,MIDBLOCK,205,15,2023100,Mount Hope,2028920077,2009388,"(40.846169, -73.901951)",10457,138759
bx-05-145839,Live,145839,69 EAST 176 STREET,Bronx,40.84833,-73.9099,up,up,up,TOWNSEND AVENUE,WALTON AVENUE,NW,205,14,2023301,Mount Hope,2028510035,2008227,"(40.84833, -73.9099)",10453,145839
bx-05-145959,Live,145959,202 EAST 188 STREET,Bronx,40.86115,-73.8974,up,up,up,GRAND COUNCORSE,VALENTINE AVENUE,SE,205,15,2023702,Bedford Park-Fordham North,2031520069,2013592,"(40.86115, -73.8974)",10458,145959
bx-05-146095,Live,146095,1750 JEROME AVENUE,Bronx,40.84779956,-73.91213693,up,up,up,EAST 175 STREET,EAST 176 STREET,NE,205,14,2022701,Mount Hope,2028500001,2008207,"(40.84779956, -73.91213693)",10453,146095
bx-05-146097,Live,146097,1 EAST 177 STREET,Bronx,40.850173,-73.91028173,up,up,up,JEROME AVENUE,WALTON AVENUE,SE,205,14,2023301,Mount Hope,2028530001,2008247,"(40.850173, -73.91028173)",10453,146097
bx-06-101312,Live,101312,1917 SOUTHERN BOULEVARD,Bronx,40.84183354,-73.88597436,up,up,up,ELSMERE PLACE,FAIRMOUNT PLACE,SW,206,17,2036502,East Tremont,2029600039,2010153,"(40.84183354, -73.88597436)",10460,101312
bx-06-118922,Live,118922,1901 WASHINGTON AVENUE,Bronx,40.84692617,-73.89822056,up,up,up,EAST TREMONT STREET,EAST 176 STREET,SW,206,15,2039500,Claremont-Bathgate,2029090024,2009536,"(40.84692617, -73.89822056)",10457,118922
mn-02-136396,Live,136396,82 5 AVENUE,Manhattan,40.73620058,-73.99360102,up,up,up,EAST 14 STREET,EAST 13 STREET,NW,102,3,1005400,Hudson Yards-Chelsea-Flatiron-Union Square,1005770039,1009717,"(40.73620058, -73.99360102)",10011,136396
bx-06-118932,Live,118932,1848 WEBSTER AVENUE,Bronx,40.84664641,-73.90139163,up,up,up,EAST 176 STREET,EAST 175 STREET,MIDBLOCK,206,15,2023100,Mount Hope,2029000015,2009444,"(40.84664641, -73.90139163)",10457,118932
bx-06-119378,Live,119378,400 EAST TREMONT AVENUE,Bronx,40.8475737,-73.90076644,up,up,up,WEBSTER AVENUE,PARK AVENUE,SE,206,15,2023100,Mount Hope,2029000059,2009453,"(40.8475737, -73.90076644)",10457,119378
bx-06-119388,Live,119388,1948 WEBSTER AVENUE,Bronx,40.84909302,-73.90003051,up,up,up,EAST 178 STREET,EAST TREMONT AVENUE,SE,206,15,2037900,Mount Hope,2030270017,2011085,"(40.84909302, -73.90003051)",10457,119388
bx-06-119390,Live,119390,426 EAST TREMONT AVENUE,Bronx,40.84740591,-73.89994835,up,up,up,PARK AVENUE,WEBSTER AVENUE,SW,206,15,2023100,Mount Hope,2029000068,2009458,"(40.84740591, -73.89994835)",10457,119390
bx-06-119558,Live,119558,1965 HUGHES AVENUE,Bronx,40.84618976,-73.89219433,up,up,up,EAST TREMONT AVENUE,EAST 178 STREET,NW,206,17,2037300,East Tremont,2030680098,2011992,"(40.84618976, -73.89219433)",10457,119558
bx-06-144410,Live,144410,1961 ARTHUR AVENUE,Bronx,40.84652245,-73.89339767,up,up,up,EAST TREMONT AVENUE,EAST 178 STREET,NW,206,17,2037504,East Tremont,2030680047,2011973,"(40.84652245, -73.89339767)",10457,144410
bx-06-146096,Live,146096,4201 3 AVENUE,Bronx,40.84647676,-73.89639316,up,up,up,EAST TREMONT AVENUE,EAST 176 STREET,SE,206,15,2039500,Claremont-Bathgate,2029240020,2009606,"(40.84647676, -73.89639316)",10457,146096
